书名,授权级别,作品类别,本周点击,本月点击,本周更新,本月更新,周推荐票,月推荐票,人次,字数,更新天数
乡村公子,签约作品,都市激战,23,176,7037,61343,98,336,4981,650178,154
九鼎参同契,驻站作品,异世争霸,7,22,6810,22390,0,0,22,22390,5
风雨仙路,驻站作品,古典仙侠,18,318,6116,55996,118,558,11991,215625,58
平行世界的恋人,驻站作品,都市异能,3,18,7366,69662,0,0,18,69662,23
太初魔神诀,驻站作品,洪荒封神,2,5,23223,23223,0,0,93,128435,1
九转化仙,驻站作品,洪荒封神,8,24,9849,32646,0,8,24,32619,10
首富从玩黄金矿工开始,签约作品,都市生活,8,71,5197,48367,0,0,284,116075,1
无敌：我能复制万物,驻站作品,异术超能,2,54,6210,157853,0,0,84,242548,5
死亡百乐章,驻站作品,探险揭秘,12,249,3113,27838,0,3,253,24893,1
重生之新纪元,签约作品,虚拟网游,20,146,4158,34515,0,0,1456,420568,1
棺山太保,签约作品,民间奇谈,334,8878,28840,228287,52,533,12958,388589,55
我在创造系统过程中,驻站作品,异界大陆,7,48,12814,73780,0,0,48,71675,14
创世纪异闻录,驻站作品,异术超能,16,20,3338,5236,0,0,20,5216,2
梦萦千年,驻站作品,古典仙侠,22,29,6452,7402,0,0,29,7391,4
万道神帝,签约作品,东方玄幻,262,2136,26210,224216,111,459,8629,489379,87
火影之神级系统,签约作品,男生同人,68,236,30503,132186,0,0,236,132186,目前在拼命写作中
娄乙修仙传,驻站作品,奇幻修真,14,14,10374,10374,0,0,14,10374,3
是谁在我开挂后继续开挂,驻站作品,都市异能,58,62,4707,7105,1,1,62,7105,2
创世日志,专属作品,游戏异界,6,6,5212,5212,0,0,6,5129,2
我真不想做主角啊,签约作品,都市生活,309,2804,16864,135831,21,221,36405,1028534,109
中华世纪谈,授权作品,历史传奇,9,27,8892,80709,0,0,137,410072,10
摊牌了，我长生不老,签约作品,都市重生,32,191,6892,70989,24,125,356,131378,50
斩鬼士,驻站作品,末世危机,1,10,4025,24915,0,0,9,24915,目前在拼命写作中
杀逝者,驻站作品,异界大陆,1,6,1302,5190,0,0,6,5190,1
近身兵王,签约作品,都市激战,412,3252,5498,50807,0,256,470685,11901644,1
吞噬进化：从一朵花开始,签约作品,异界大陆,75,1591,15769,135075,11,27,5354,327829,71
诛仙弑神魔,签约作品,东方玄幻,0,16,3067,15226,0,21,1455,588662,1
法医也迷道士,驻站作品,侦探推理,12,42,6480,10642,0,0,118,42119,5
不死赘婿,签约作品,都市生活,137,1242,6321,60672,0,15,13584,558610,117
警戒隔离,驻站作品,末世危机,4,60,4580,45285,0,0,487,431513,1
地球游戏：我有十万主角光环,签约作品,东方玄幻,2,43,7513,75319,7,16,46,77847,26
豪横：这只熊猫强无敌,签约作品,都市异能,9,43,30933,72052,0,0,85,84921,3
异界铠皇传说,驻站作品,异界大陆,7,7,15606,15606,0,0,7,15583,2
混沌之失落帝国,驻站作品,异界大陆,3,10,4042,30097,0,0,34,95787,1
都市少年飞仙传,驻站作品,异界大陆,8,13,4452,4452,0,0,229,37782,1
新女神养成系统,驻站作品,西方奇幻,11,103,9886,89664,2,8,2048,1620014,24
气势系统,驻站作品,异界大陆,1,2,156,156,0,0,167,11295,1
神魂天命,驻站作品,东方玄幻,1,14,3010,55074,0,0,144,246764,目前在拼命写作中
神话降临,签约作品,东方玄幻,48,325,73343,246787,0,0,5375,1038157,56
粪草也是草,驻站作品,东方玄幻,4,19,38316,107283,0,0,19,82990,3
比翼之吻,驻站作品,男生同人,37,37,1891,1891,1,1,37,1891,2
黑帝兵王赘婿,驻站作品,都市生活,9,9,31659,31659,0,0,9,31659,1
3到20的人,驻站作品,灵魂转换,7,7,6675,6675,0,0,7,6675,1
这个少主过分强势,签约作品,东方玄幻,38,176,16753,73472,0,1,176,73639,16
大学浪漫,专属作品,校园风云,8,113,3067,22434,0,100,539,248036,3
西游从满级唐僧开始,签约作品,东方玄幻,539,9491,31765,168209,30,36,13048,342267,19
重生之男人好难,签约作品,都市重生,610,7517,16098,185909,29,655,10797,423692,46
我在未来搞玄学,驻站作品,东方玄幻,9,118,5672,77809,0,4,118,42962,2
洪荒图之天蓝地海,驻站作品,东方玄幻,1,8,23013,81316,0,0,28,81316,4
圣鸦,专属作品,异术超能,4,39,11195,97660,0,0,138,327995,87
我在荒岛捡属性,签约作品,都市异能,62,238,14647,127052,0,0,1217,477245,94
昊天殿,签约作品,都市生活,12,125,12518,137653,0,0,316,374394,18
游风约,驻站作品,历史传奇,62,1071,3674,37380,0,0,9216,438916,1
作者傍身太无敌,签约作品,异界大陆,32,210,12613,115050,0,1,246,200054,40
九险,授权作品,东方玄幻,7,7,2049,2049,0,0,7,2097,1
大国制造,签约作品,现实题材,567,4138,19859,26817,20,20,59128,1278909,3
樊松林的奇幻人生,专属作品,都市生活,7,45,9177,84632,0,0,45,84473,16
银杏叶飘落,驻站作品,现实题材,4,42,4530,34427,0,63,285,164053,1
少年非人,驻站作品,奇幻修真,5,27,11668,69896,10,25,27,27470,5
西游之我真不想做玉帝啊,签约作品,东方玄幻,6,72,4286,58126,0,1,87,50030,1
雕盼青云,驻站作品,东方玄幻,2,31,6602,38835,0,0,90,121297,3
我家女婿超废柴,签约作品,都市异能,15,149,18604,119284,0,0,16176,642987,133
我在异界造妖兽,签约作品,异世争霸,8,66,6081,104818,0,0,81,123490,33
九日焚天,签约作品,古典仙侠,249,3079,9144,79258,188,2369,85782,2392355,629
异界传说之主,驻站作品,异界大陆,6,30,3186,26013,1,1,30,26023,1
而绿之年,签约作品,现实题材,119,3437,6363,181506,0,6,4739,497784,39
网游：这个剑士有亿点猛,签约作品,虚拟网游,1204,17639,18558,135981,158,493,17948,242208,48
时空四世之界,驻站作品,探险揭秘,11,11,2568,2733,0,0,11,2733,3
网游之开局觉醒超神天赋,签约作品,虚拟网游,103,277,11182,86390,6,17,224,86390,17
我对女人真的没兴趣,签约作品,都市重生,11,198,12886,101968,0,3,207,108410,11
无限之沉睡小队,签约作品,时空穿梭,7,26,12644,22847,0,0,763,266372,5
随心渡界,专属作品,异界大陆,11,47,12344,86122,0,0,47,86122,21
我的女儿你惹不起,签约作品,都市生活,103,863,18647,179000,104,433,33948,1761992,191
神牧,签约作品,异界大陆,13,77,15524,49894,0,0,4528,317265,8
护妻狂婿,签约作品,都市生活,306,1228,6139,87579,0,288,2950,287750,36
定河山,签约作品,架空历史,80,803,10439,89801,0,0,7151,1104266,305
我不是股仙,授权作品,现实题材,3,32,16625,95846,0,0,32,95926,23
我捡垃圾能成宝,签约作品,都市异能,360,2327,24255,210040,0,65,31153,1676602,226
问曲,驻站作品,异界大陆,1,11,12996,130181,0,42,39,262922,47
大五行道,签约作品,奇幻修真,20,43,6104,6104,0,0,2452,365486,3
LOL：摊牌了！我真的很菜,签约作品,电子竞技,27,52,20335,41516,1,8,52,41496,7
我在无限世界死了100000次,签约作品,时空穿梭,879,7609,17852,258646,73,207,9040,479218,44
黎明终将到来,驻站作品,末世危机,18,76,4289,16518,10,19,76,16555,1
落凡之仙,驻站作品,东方玄幻,7,18,6154,14426,0,0,18,14483,7
异界十二贼,驻站作品,异世争霸,50,59,6473,10341,23,23,59,10341,4
废弃天神闯江湖,签约作品,都市重生,1,28,7070,57635,0,0,35,80635,36
一世帝豪,驻站作品,都市生活,9,9,7597,7597,0,0,9,7597,1
烬轮回,驻站作品,异界大陆,3,11,7014,45801,0,0,11,45801,8
全球轮回,专属作品,未来幻想,5,5,9489,9489,0,0,5,9489,1
世间裂痕,驻站作品,异界大陆,2,11,5638,16326,0,0,11,16326,8
花丛启示录,专属作品,都市生活,11,44,9746,47848,0,0,44,50797,9
医神的绝美未婚妻,签约作品,都市异能,442,4930,10206,92410,68,247,5783,288124,44
一剑封天,签约作品,古典仙侠,26,349,15007,116886,14,40,2060,471754,114
我在天庭奴役众仙,签约作品,都市异能,92,325,31182,177533,28,185,325,179565,24
奥特曼之圣士传说,驻站作品,末世危机,18,117,164,2701,0,0,8851,677621,1
奥特曼之圣士传说,驻站作品,末世危机,18,117,164,2701,0,0,8851,677621,1
觅神征途,驻站作品,星际战争,3,23,9466,9466,0,0,8329,1657180,目前在拼命写作中
工作那些的事,驻站作品,都市重生,3,3,2065,2065,0,0,3,2065,1
我的徒弟都是天命之子,签约作品,东方玄幻,26,314,6071,54585,0,21,474,87561,41
拯救世界吧反派,签约作品,异界大陆,80,605,8902,80163,0,7,992,293195,27
夏季的那一天,驻站作品,都市生活,1,1,532,532,0,0,543,50466,1
你不懂得那个世界,驻站作品,侦探推理,4,26,11918,95026,0,0,29,101390,29
三国之穿越召唤,驻站作品,历史穿越,14,38,2091,7683,0,0,38,7683,2
能力列表系统,签约作品,都市异能,80,616,24675,213653,41,190,5129,967065,138
命劫之重生乱世暗篇,专属作品,异界大陆,1,3,7749,19299,0,0,98,70044,3
男人不低头,签约作品,都市生活,11,97,12289,104153,0,0,118,127589,31
网游：我加了亿点幸运值,签约作品,虚拟网游,194,844,15226,125178,0,0,1033,221556,40
特种兵之战神归来,签约作品,都市激战,83,631,13723,110594,61,352,11740,390599,92
不灭天炎,签约作品,异界大陆,22,196,9500,82579,7,29,1851,321300,54
恋爱禁止与游戏恋人,授权作品,异界大陆,5,27,18699,91264,0,0,259,592118,175
自在自在,驻站作品,古典仙侠,2,28,9376,126015,0,0,57,257867,9
星空起舞,驻站作品,异世争霸,9,9,33394,33394,14,14,9,33394,3
无尽长存,专属作品,东方玄幻,11,11,2125,2125,0,0,11,2206,1
全球登陆：只有我知道剧情,签约作品,时空穿梭,58,353,10090,57914,0,0,418,72764,11
我的修缘之路,驻站作品,都市异能,11,11,2459,2459,0,0,11,2459,1
暗行城下,签约作品,谍战特工,37,266,9724,97606,3,8,269,100682,17
我在末世开疆拓土,签约作品,都市重生,62,222,6760,25029,28,56,222,16326,10
steal暗网,驻站作品,战争幻想,2,23,2167,11080,0,0,143,59673,目前在拼命写作中
灵咒之纹,驻站作品,异界大陆,5,19,14,6438,0,0,54,27441,1
女总裁的布衣神相,签约作品,都市异能,12,108,18838,128040,0,0,114,130087,23
美丽无界,签约作品,乡村乡土,227,483,7812,73941,180,492,9923,866011,142
末日丧尸进化系统,驻站作品,末世危机,25,25,4592,4592,0,0,5,4589,2
神帝之血,专属作品,古典仙侠,5,34,11124,44171,0,0,34,44171,1
教皇崛起,驻站作品,末世危机,2,7,12590,12590,0,0,38,50985,2
水之传奇诞生,驻站作品,东方玄幻,2,7,4171,22044,0,0,7,22044,1
徒步去美洲,驻站作品,现实题材,1,28,0,53648,0,0,66,128605,目前在拼命写作中
星空之曲,驻站作品,东方玄幻,21,157,3878,23212,7,23,157,22735,1
两界修,驻站作品,东方玄幻,0,38,13450,118304,0,4,90,200071,28
巫师灰烬,驻站作品,异界大陆,1,20,6951,61019,0,0,41,87920,36
我家wifi连三界,签约作品,都市异能,26,129,27149,231299,0,0,594,668646,86
爱深恨短情长,签约作品,职场励志,21,100,16996,135291,0,0,272,455614,51
发生在我们身边的真实故事,专属作品,都市异能,9,9,2773,2773,0,0,9,2762,2
木叶忍村的契约者拘灵,驻站作品,异世争霸,8,11,4067,30995,0,0,11,30995,1
我和女神的荒岛日记,签约作品,都市生活,139,1615,10477,85349,0,0,2251,277220,8
短灯长梦,驻站作品,传统武侠,5,42,7709,58601,1,1,42,58601,1
命择,驻站作品,探险揭秘,5,39,9475,76645,0,0,53,99542,23
大梦无敌之万能哆啦,签约作品,奇幻修真,57,638,6310,59301,100,294,1527,362189,157
梧桐落又还秋色,签约作品,历史传奇,2,67,3076,3076,0,0,321,127002,1
超级战神奶爸,签约作品,都市生活,18,215,18367,154580,0,1,2133,582328,59
无灵界,驻站作品,东方玄幻,1,2,3611,3611,0,0,36,77188,目前在拼命写作中
我是被迫的,驻站作品,东方玄幻,1,34,1135,18064,0,0,37,20413,1
神罐,签约作品,古典仙侠,12,86,10136,95846,0,0,1437,1324949,25
血龙神族,驻站作品,东方玄幻,17,170,6004,22904,21,60,170,22924,3
鬼东西,签约作品,东方玄幻,22,201,11250,97074,25,72,1197,529645,105
旧案追踪,驻站作品,侦探推理,6,29,15486,109123,0,0,119,326310,10
我有一个飞仙宗,签约作品,异界大陆,25,175,6561,92156,0,0,391,224004,2
国之隐士,授权作品,战争幻想,20,56,6406,17293,0,0,205,33374,3
我师傅是林正英,签约作品,都市异能,1282,11281,16474,159317,255,1144,186471,949877,161
与灵为伍,驻站作品,都市生活,4,10,9285,9285,0,0,26,27026,3
六界之路,授权作品,洪荒封神,14,15,9389,10182,0,0,15,10177,4
西游他有亿点强,专属作品,洪荒封神,23,23,4222,4222,42,42,23,4222,2
妖印王,驻站作品,异界大陆,8,8,4004,4004,0,0,8,4004,2
异界凡人录,专属作品,异世争霸,1,7,6672,10891,0,0,7,10889,5
乾坤魔鉴,签约作品,奇幻修真,454,4899,10602,91992,21,168,19827,1310648,117
通天之岛,驻站作品,西方奇幻,5,24,2905,28572,2,2,24,20174,1
幽冥园,驻站作品,恐怖悬疑,4,9,4740,17009,0,0,9,17009,6
都市之重回五万年,签约作品,都市重生,29,830,26361,230300,0,0,1157,434127,56
赛尔号之战神联盟在我家,驻站作品,异术超能,9,49,2155,6293,0,0,123,17455,1
无敌从钢铁侠开始,签约作品,时空穿梭,88,1622,12203,177023,0,0,2073,347976,55
南国北朝,驻站作品,架空历史,24,42,14899,30295,0,0,42,31263,6
圣羽涅槃,授权作品,异界大陆,5,19,8845,40951,0,0,348,84596,2
红警之审判罪恶,签约作品,都市异能,15,138,9277,67904,34,188,308,115665,3
江湖若侠,驻站作品,传统武侠,27,88,2128,5870,3,3,88,5872,1
道寻归途,专属作品,东方玄幻,7,7,32328,32328,0,0,7,32328,3
修仙体系,驻站作品,东方玄幻,1,10,4285,15840,0,0,442,15840,1
我吞了亿万BOSS,签约作品,异界大陆,20,348,6410,49185,0,0,4619,469564,19
残阳如血剑气如霜,签约作品,历史武侠,77,635,6614,51042,4,344,12747,939270,8
多元宇宙征途,驻站作品,未来幻想,1,21,19218,153629,0,0,21,150806,11
330号列车,驻站作品,恐怖悬疑,7,7,1410,1410,0,0,7,1410,1
一条蚯蚓,驻站作品,架空历史,9,32,12527,95137,0,0,32,95129,23
战国：穿越来破局,专属作品,架空历史,13,118,5407,46834,2,27,232,76923,13
血月神尊,驻站作品,异界大陆,4,32,4289,36405,0,0,35,36409,2
那一年我还年轻,授权作品,都市重生,5,5,2031,2031,0,0,5,2031,1
龙血战神,签约作品,东方玄幻,3751,30132,4072,20431,118,662,3399222,14472843,1
都市至尊战婿,签约作品,都市激战,80,1159,12919,129724,0,0,1690,415850,76
生灵群雄,驻站作品,异界大陆,2,23,3183,24880,0,0,23,24880,13
冰域领主,驻站作品,东方玄幻,1,13,4746,52862,0,0,63,122152,49
在校园的爆笑经历,驻站作品,爆笑幽默,4,4,727,727,0,0,4,727,1
都市最后一个修仙者,驻站作品,现代修真,9,50,3741,15532,0,1,68,115426,2
我的徒弟制霸了全世界,签约作品,都市异能,7,68,6043,71118,0,0,115,91805,3
天下归齐,驻站作品,架空历史,5,11,9345,23856,0,0,22,27088,7
末世：全球领主,签约作品,末世危机,161,893,8576,76341,7,49,1126,245723,77
大唐赊刀人,签约作品,民间奇谈,142,792,12431,76555,25,67,765,76981,16
谋臣游戏,驻站作品,架空历史,12,36,21722,65253,0,0,36,65253,7
疯狂年代之父辈故事,签约作品,现实题材,959,6367,30916,264932,538,2920,32640,2503537,211
无敌真寂寞,签约作品,古典仙侠,20,167,12571,106952,0,0,3307,457432,110
大五合,驻站作品,异界大陆,1,1,10794,10794,0,0,1012,104189,1
九星霸体诀,签约作品,异界大陆,87231,695135,6727,81985,3082,19390,33816885,11019732,1821
午夜与你共沉沦,签约作品,都市生活,52,195,7107,67570,5,48,195,65273,10
未知境域,专属作品,东方玄幻,1,18,6097,72133,2,2,47,57192,1
子君记,驻站作品,现代修真,5,5,2385,2385,0,0,5,2467,1
荒岛开局怒甩扶弟魔女友,签约作品,都市生活,43,211,24179,24179,0,0,5798,583673,3
开局：我便成功反杀,签约作品,东方玄幻,23,100,28243,236676,0,0,213,441002,56
时苏苏之灵庙传,驻站作品,魔法校园,4,4,1357,1357,0,0,4,1357,1
异武界之争霸,驻站作品,异世争霸,0,11,3786,32192,0,0,44,82319,66
都市神豪女婿,签约作品,都市异能,26,165,6429,68261,0,0,6437,504887,25
摊牌了，我是外挂终结者,签约作品,都市异能,7,17,9704,11824,1,1,17,10016,2
这个剑客很强但过分胆小,签约作品,东方玄幻,70,1279,14352,107078,0,19,12302,570100,106
潜龙狂婿,签约作品,都市异能,17,266,23379,220290,10,28,334,428478,16
我是大祖宗,签约作品,东方玄幻,308,2180,16433,142088,63,411,22892,1075370,166
逍遥小河神,签约作品,乡村乡土,14,105,23305,154231,0,3,105,154231,19
无法抉择的背叛,签约作品,都市激战,9,94,15586,269344,0,0,94,247410,21
血天大陆,签约作品,异界大陆,28,320,9351,78825,42,268,22757,3215771,3
黄泉异闻录,授权作品,民间奇谈,16,97,6267,54134,0,1,1123,656939,183
重生之神级豪婿,签约作品,都市生活,35,203,12223,67590,0,0,10475,750327,目前在拼命写作中
星空风暴之速度为尊,签约作品,星际战争,5,43,9064,78669,1,1,94,191794,51
网游之我不想当大BOSS,授权作品,游戏异界,15,15,12629,12629,0,0,15,12629,2
颠倒世界！,驻站作品,灵魂转换,9,67,2902,15052,0,0,136,23131,5
大唐江湖风云录,授权作品,历史武侠,20,20,16016,16016,0,0,20,16016,3
猎火炼世,专属作品,东方玄幻,4,35,2017,24804,2,28,122,62354,1
回忆的盒子,驻站作品,都市生活,0,6,4401,25212,0,0,16,57132,1
壮士请留步,专属作品,古典仙侠,35,21179,9476,74784,0,137,21179,74605,17
部部人生之戒指,驻站作品,热血青春,5,31,6735,35024,0,0,31,35031,14
弦月至尊,签约作品,东方玄幻,322,2447,9946,89322,966,4963,32643,665259,98
无量劫主,签约作品,东方玄幻,105,982,9394,82548,99,787,46328,3093510,725
仙迹无痕,签约作品,东方玄幻,16,189,11190,114608,0,0,446,352159,14
愿君来日方长,授权作品,都市生活,15,57,10519,33370,0,0,57,38315,2
异界大陆之唯我独尊1,驻站作品,异界大陆,11,11,5061,5061,0,0,11,5061,1
这些个猎魔人的操作有些骚,驻站作品,末世危机,3,3,2037,2037,0,0,3,2037,1
天骄狂龙,签约作品,都市生活,13,215,6270,63893,0,65,371,142584,目前在拼命写作中
星际争霸之帝国永存,驻站作品,游戏异界,0,4,1649,2882,0,0,106,11309,目前在拼命写作中
我真要做明星,签约作品,都市生活,119,760,25156,222582,58,251,8978,1119586,150
先修它个千年仙,驻站作品,奇幻修真,4,4,2279,2279,0,0,4,2279,1
陈炫煮妖记,签约作品,古典仙侠,9,109,2209,21603,135,293,2113,245538,目前在拼命写作中
玄幻：我真不是反派啊,签约作品,东方玄幻,89,754,18442,140081,22,51,934,193974,38
异世太极,驻站作品,异界大陆,3,22,2245,84958,0,0,22,33556,1
骄阳傲月,驻站作品,异世争霸,5,49,11458,70965,0,0,53,83593,11
无限游戏大乱斗,驻站作品,虚拟网游,4,31,6523,28259,0,0,31,28259,13
玄神之巅,驻站作品,异界大陆,1,1,919,919,0,0,247,919,目前在拼命写作中
天革,签约作品,东方玄幻,14,167,6547,57120,0,0,36971,2431379,268
海贼之因果律,驻站作品,爆笑幽默,10,10,9282,9282,0,0,10,9282,2
进化区,签约作品,东方玄幻,65,925,24485,219249,0,1218,7595,449151,26
无止尽的穿越改,专属作品,时空穿梭,0,21,6261,55975,0,0,35,76460,22
金者刘锋,驻站作品,东方玄幻,5,17,1531,6409,0,0,794,57243,目前在拼命写作中
医武神厨,签约作品,都市异能,15,85,12588,74876,28,56,85,78268,18
摸宝天师,签约作品,都市异能,45,391,12127,108152,0,0,1325,486182,10
万古第一宗,签约作品,异世争霸,527,4176,6260,91558,0,0,88364,2313365,1
十年江湖潇潇雨,驻站作品,传统武侠,0,13,1875,1875,0,0,1291,107146,目前在拼命写作中
剑高于天,驻站作品,东方玄幻,2,27,10971,67561,0,0,44,91394,2
重生之完美投资,签约作品,商业大亨,124,1056,56680,463987,0,0,2702,1042556,30
启示1936,驻站作品,谍战特工,7,7,6404,6404,0,0,7,6404,1
异世界药王录,驻站作品,东方玄幻,10,20,4638,7623,0,1,20,7623,5
风倾竹雪,驻站作品,东方玄幻,15,135,101823,213953,28,196,135,103942,26
大郎情书,专属作品,架空历史,2,11,2090,4757,0,0,41,27327,1
我在原始部落当神仙,签约作品,异世争霸,77,1058,15369,133647,20,46,2207,358073,76
专属之器,驻站作品,异世争霸,5,5,1029,1029,0,0,5,1029,1
荒岛求生之存活,驻站作品,探险揭秘,11,11,10192,10192,0,0,11,10192,1
天武传说之神与魔,签约作品,东方玄幻,10,51,15818,40923,29,129,1337,480571,2
心道兵皇,驻站作品,国术古武,1,11,6707,62735,0,0,151,165100,58
地球一百天,授权作品,男生同人,3,3,768,768,0,0,3,768,1
我的武魂是一切,驻站作品,异界大陆,8,43,4110,11285,0,8,125,38673,1
重生之赘婿神医,签约作品,都市重生,106,865,15458,134834,1,11,15533,894631,160
星元纪之异界契约,驻站作品,都市异能,9,13,15847,46057,0,0,13,46057,4
王者荣耀之战神归来,签约作品,电子竞技,1285,6096,21296,170850,58,60,7989,477634,41
成为四圣王,授权作品,男生同人,3,35,6392,35304,0,0,35,35304,2
世间除杂人,驻站作品,民间奇谈,10,10,3773,3773,1,1,10,3773,1
万界最强直播系统,签约作品,都市异能,121,971,30650,183806,7,30,997,200033,33
神世九域,专属作品,东方玄幻,6,6,5745,5745,0,0,190,8113,2
创世纪极域,驻站作品,异界大陆,14,71,6625,31814,0,0,71,31814,4
宇宙禁区,专属作品,未来幻想,1,15,2043,4103,0,7,91,18581,1
到达宇宙尽头,驻站作品,未来幻想,21,21,5603,5603,1,1,21,5603,3
来自西天,驻站作品,东方玄幻,12,39,4139,21201,0,0,39,21201,2
剑武天下录,驻站作品,古典仙侠,32,51,10507,23711,30,51,51,23711,7
游龙在三国,驻站作品,历史穿越,7,22,12323,42420,0,0,22,32867,5
三千六百五十天,驻站作品,宅系小说,6,6,1590,1590,0,0,4,1590,2
散元,驻站作品,异界大陆,5,5,10977,10977,0,0,5,10977,目前在拼命写作中
戮以千里,驻站作品,异界大陆,4,16,8849,74261,0,0,16,34646,9
我对修为不感兴趣,签约作品,异界大陆,36,140,6191,104555,0,0,194,178349,目前在拼命写作中
神邸之门,签约作品,异术超能,23,206,9161,79469,143,692,3697,1815440,296
抗战之召唤千军,签约作品,军旅生涯,44,184,26413,135199,0,0,184,149257,15
不败天王,签约作品,都市生活,928,5217,14856,197142,47,139,5538,257540,24
莫妮卡的哭声,驻站作品,东方玄幻,4,11,1085,3540,0,0,15,5599,1
恒神传,签约作品,异界大陆,145,799,18256,155458,125,466,1135,309736,58
小牛历险记,驻站作品,都市异能,4,24,2140,22935,0,0,24,22935,1
我给冥界做代购,签约作品,都市异能,17,190,27661,243380,0,0,761,856576,126
我给冥界做代购,签约作品,都市异能,17,190,27661,243380,0,0,761,856576,126
白日梦之王者归来,驻站作品,都市激战,10,95,10109,76100,0,1,304,540669,14
谌龙历险记,签约作品,异界大陆,4,69,7410,68141,0,1,69,68141,25
心灵相约之心灵初始相约,签约作品,东方玄幻,2,18,20113,174406,0,0,67,544091,66
重西游,签约作品,都市激战,83,179,6388,46862,14,19,255,103916,17
预见之精神世界,驻站作品,异世争霸,2,34,6708,51921,0,0,165,118359,17
你说这是命中注定,驻站作品,东方玄幻,8,8,51351,51351,0,0,8,51351,2
末世之开局一个全能系统,签约作品,末世危机,98,1137,25017,218029,30,128,1618,493167,57
封奕,专属作品,现代修真,27,65,14579,53583,0,0,65,53583,1
我真没想当祖宗,签约作品,东方玄幻,15,95,7596,64436,10,45,258,167396,64
我成了家族老祖宗,签约作品,异界大陆,390,6368,7263,93946,62,792,6645,180149,43
乱世哩,签约作品,历史传奇,36,137,18764,28083,0,10,1003,401177,3
仙缘无限,签约作品,奇幻修真,99,976,9704,84286,0,0,287203,8292488,1310
源道成圣,授权作品,异术超能,2,16,5922,58544,0,0,20,82513,8
天眼之主,驻站作品,异界大陆,4,15,6420,21449,0,0,39,53287,1
我的奇葩宠物,签约作品,都市异能,60,575,8713,121589,0,101,694,280120,52
在下张自明,驻站作品,东方玄幻,7,123,1613,19708,2,18,166,23329,2
今生我要做学霸,专属作品,都市重生,4,9,8297,52931,0,0,9,52931,6
开心农场大冒险,签约作品,异界大陆,26,74,6618,23223,0,0,74,24151,9
晨曦之岸,签约作品,进化变异,6,29,0,31100,0,0,30,40224,目前在拼命写作中
宠爱小姐逆翻天,驻站作品,异界大陆,2,2,470,470,0,0,152,1669,目前在拼命写作中
末日之军火制造商,驻站作品,末世危机,4,15,278,2541,0,0,44,1932,1
网游之开局就有六脉神剑,签约作品,虚拟网游,18,177,12244,110299,0,0,301,193990,4
人生若只如初见之逝水流年,驻站作品,爆笑幽默,6,203,5830,99937,1,17,203,99586,目前在拼命写作中
人生如戏似梦,驻站作品,商业大亨,2,46,4688,49489,0,0,46,49489,2
民国万妖录,驻站作品,都市异能,5,11,9522,15672,0,0,11,15672,4
春秋乱之长临燕,驻站作品,历史武侠,6,21,7028,20055,0,0,21,20064,6
解灵门纪事,驻站作品,现实题材,8,8,9480,9480,0,0,8,9563,1
末日音乐会,驻站作品,末世危机,9,14,14633,21294,0,0,14,21294,4
陈陈何以念,驻站作品,现实题材,3,15,233,1852,0,0,469,10588,目前在拼命写作中
神阑天宇1,驻站作品,异界大陆,6,19,11107,66951,0,0,19,60421,14
玄幻世界大冒险,签约作品,都市异能,37,306,6111,82270,0,6,319,98743,30
女人二十,签约作品,都市生活,325,2607,14279,118509,0,180,3299,181764,37
云家大小姐,驻站作品,异界大陆,4,16,2052,7656,0,0,48,1036,1
恶武,驻站作品,古武机甲,5,10,3941,6189,0,0,10,5747,3
妖戒的雾,签约作品,东方玄幻,89,1133,7126,45731,19,63,1507,73370,3
从零开始的火影生活,驻站作品,时空穿梭,2,20,2006,10623,0,0,20,10623,1
长生的四季,驻站作品,异界大陆,4,11,15259,25010,0,0,11,25010,6
破天踪,驻站作品,现代修真,13,56,3079,3079,0,0,27765,2001290,1
全世界都不知道我有多厉害,驻站作品,异世争霸,8,8,40546,40546,0,0,8,31651,1
我穿越成了旁门左道,签约作品,异界大陆,27,240,9798,118196,12,31,309,173363,7
洪荒神龙,专属作品,洪荒封神,10,10,3293,3293,8,8,10,3293,2
不该存在之物,授权作品,宅系小说,3,15,8162,56326,0,0,111,155749,8
星火焚空,驻站作品,都市异能,6,17,23803,104874,0,0,17,104874,7
龙夭之境,驻站作品,奇幻修真,1,8,19264,25623,0,0,98,182590,1
域界悲歌,驻站作品,异术超能,0,18,4418,39886,0,0,28,73552,目前在拼命写作中
最强透视,签约作品,都市生活,46,1200,13099,164336,0,0,60736,5709102,2
重生之门转世之路,驻站作品,异界大陆,0,1,1243,2299,0,0,30,21827,1
儒武争锋,签约作品,西方奇幻,23,245,9436,75186,0,0,82579,6659446,4
文明大漏斗,授权作品,末世危机,2,7,3343,7181,0,0,199,43839,1
超级医生在都市,签约作品,都市生活,108,2870,11037,95202,0,0,157032,6786939,20
末世第一修罗,签约作品,末世危机,7,88,6204,43073,0,18,422,90627,20
三国之最风流,签约作品,军旅生涯,87,802,11937,19648,0,0,44255,3942284,1
重生：史上最强战神,签约作品,都市重生,45,456,25302,220399,0,0,611,463866,69
九天剑主,签约作品,西方奇幻,93,3005,14198,50549,0,0,130197,7923469,5
三国之一统河山,驻站作品,架空历史,15,15,2225,2225,0,0,15,2225,1
重生之商界大亨,签约作品,都市生活,109,2588,13076,119587,0,0,123323,9610982,79
